Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total usage minutes,Total calls,Service call ratio
48,0,0,0,300.4,94,133.2,103,197.4,94,7.2,5,2,False,638.2,296,0.006756756756756757
85,0,1,37,229.6,123,132.3,90,211.9,76,9.5,8,2,False,583.3,297,0.006734006734006734
93,1,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1,False,544.7,335,0.0029850746268656717
169,1,0,0,57.1,98,199.7,78,274.7,103,6.5,6,3,False,538.0,285,0.010526315789473684
68,0,0,0,162.1,86,155.0,86,189.7,87,11.0,9,5,True,517.8,268,0.018656716417910446
91,1,0,0,145.0,89,175.8,102,223.7,151,16.7,3,2,True,561.2,345,0.005797101449275362
68,0,0,0,159.5,123,240.8,93,210.3,76,11.4,3,1,False,622.0,295,0.003389830508474576
101,0,0,0,190.7,72,208.6,103,203.8,111,8.8,8,1,False,611.8999999999999,294,0.003401360544217687
67,0,1,20,230.6,40,189.1,58,162.2,115,9.4,2,1,False,591.3,215,0.004651162790697674
66,0,0,0,34.0,133,278.6,61,129.6,120,11.5,3,0,False,453.70000000000005,317,0.0
116,0,1,17,193.4,112,240.6,131,248.1,98,11.4,3,5,False,693.5,344,0.014534883720930232
158,0,0,0,202.0,126,163.5,86,195.4,84,10.4,6,1,False,571.3,302,0.0033112582781456954
78,0,0,0,191.7,122,241.4,88,203.5,86,9.1,5,1,False,645.7,301,0.0033222591362126247
119,0,1,26,161.3,97,250.3,110,142.4,92,6.6,8,1,False,560.6,307,0.003257328990228013
120,0,0,0,150.6,85,119.0,128,232.9,123,6.4,2,1,False,508.9,338,0.0029585798816568047
155,0,0,0,184.6,102,196.0,117,226.5,122,7.8,1,1,False,614.9,342,0.0029239766081871343
106,0,0,0,220.7,120,270.2,95,121.6,113,8.7,5,1,False,621.2,333,0.003003003003003003
146,0,1,32,154.0,80,185.5,91,148.2,107,8.2,4,3,False,495.9,282,0.010638297872340425
101,0,1,29,121.1,116,186.4,100,241.7,75,10.1,6,0,False,559.3000000000001,297,0.0
22,0,1,23,182.1,94,164.6,59,128.8,102,12.7,4,3,False,488.2,259,0.011583011583011582
41,0,0,0,209.9,105,121.9,105,253.7,104,9.6,4,1,False,595.1,318,0.0031446540880503146
69,0,0,0,167.5,76,242.1,92,101.2,103,11.4,4,2,False,522.2,275,0.007272727272727273
33,0,0,0,213.9,88,239.8,119,148.7,71,9.8,14,2,False,612.2,292,0.00684931506849315
112,0,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1,False,556.8000000000001,302,0.0033112582781456954
136,0,1,21,179.4,88,181.1,97,320.7,120,9.5,4,2,False,690.7,309,0.006472491909385114
128,0,0,0,187.3,84,270.8,95,206.4,68,10.1,5,1,False,674.6,252,0.003968253968253968
27,0,0,0,201.2,128,227.2,100,145.8,91,8.4,3,2,False,582.6,322,0.006211180124223602
161,1,0,0,189.6,78,267.4,117,184.5,137,1.3,6,1,False,642.8,338,0.0029585798816568047
120,0,1,31,153.5,83,219.1,96,237.4,76,11.4,4,0,False,621.4,259,0.0
113,0,0,0,187.6,97,208.2,118,158.9,101,8.7,6,2,False,563.4,322,0.006211180124223602
122,1,0,0,230.9,132,243.2,99,182.4,57,11.0,2,0,True,667.5,290,0.0
148,0,1,26,244.9,150,118.0,138,236.0,91,15.2,4,2,False,614.1,383,0.005221932114882507
74,0,0,0,230.9,93,223.0,78,157.8,101,9.7,2,3,False,621.4000000000001,274,0.010948905109489052
106,0,0,0,187.1,104,250.2,117,144.9,81,11.0,3,1,False,593.1999999999999,305,0.003278688524590164
179,0,0,0,170.7,54,191.1,108,214.6,107,13.3,4,1,False,589.6999999999999,273,0.003663003663003663
77,0,0,0,189.5,112,207.0,95,214.1,91,9.2,7,0,False,619.8000000000001,305,0.0
127,1,0,0,176.9,110,167.9,100,182.2,138,7.7,2,1,True,534.7,350,0.002857142857142857
80,0,0,0,161.1,99,198.8,81,228.4,116,10.6,4,1,False,598.9,300,0.0033333333333333335
61,0,1,20,254.4,133,161.7,96,251.4,91,10.5,4,0,False,678.0,324,0.0
135,1,1,24,127.7,54,215.0,105,234.3,84,5.8,4,2,False,582.8,247,0.008097165991902834
115,0,1,26,170.5,107,217.2,77,225.7,71,13.6,5,6,False,627.0,260,0.023076923076923078
107,1,0,0,273.5,104,183.8,68,153.8,67,11.0,9,2,False,622.1,248,0.008064516129032258
112,1,0,0,161.9,138,200.9,114,134.0,134,10.7,4,1,False,507.5,390,0.002564102564102564
103,1,0,0,62.8,124,170.4,66,280.2,78,9.4,4,3,False,522.8,272,0.011029411764705883
69,0,0,0,228.2,70,263.7,80,142.6,60,10.7,5,3,False,645.2,215,0.013953488372093023
85,0,0,0,209.8,82,194.5,94,200.4,85,11.3,3,0,False,616.0,264,0.0
24,0,0,0,265.6,86,208.8,102,182.5,105,11.1,6,2,True,668.0000000000001,299,0.006688963210702341
90,0,0,0,214.9,97,117.8,117,133.7,78,11.8,2,2,False,478.2,294,0.006802721088435374
137,0,0,0,110.5,79,223.2,111,169.5,64,10.5,3,3,False,513.7,257,0.011673151750972763
69,1,1,33,271.5,98,253.4,102,165.4,85,8.2,2,1,True,698.5,287,0.003484320557491289
45,0,0,0,112.8,108,218.8,120,240.2,106,9.0,3,2,False,580.8,337,0.005934718100890208
73,0,0,0,187.3,118,239.7,90,167.5,108,15.1,2,1,False,609.6,318,0.0031446540880503146
92,0,0,0,197.0,84,269.3,105,158.9,105,10.8,4,1,False,636.0,298,0.003355704697986577
113,0,1,32,180.4,89,129.4,124,166.9,124,8.4,2,1,False,485.1,339,0.0029498525073746312
135,0,1,22,197.1,113,259.4,95,134.7,135,14.6,5,2,False,605.8000000000001,348,0.005747126436781609
100,0,1,26,153.7,115,137.8,146,213.5,104,15.9,5,1,False,520.9,370,0.002702702702702703
96,0,1,27,261.3,96,220.9,101,179.4,97,11.3,2,1,False,672.9,296,0.0033783783783783786
108,0,0,0,246.2,102,202.4,134,180.1,95,9.4,5,1,False,638.1,336,0.002976190476190476
84,0,0,0,191.0,88,318.8,119,247.3,79,6.5,4,0,False,763.6,290,0.0
134,0,0,0,208.3,86,253.6,89,291.0,86,12.6,3,1,False,765.5,264,0.003787878787878788
72,0,0,0,253.0,73,219.3,78,210.8,89,9.8,4,0,False,692.9,244,0.0
83,0,0,0,202.3,87,201.5,111,101.7,82,6.8,4,0,False,512.3,284,0.0
137,0,0,0,174.4,120,156.3,98,136.5,121,10.2,5,0,False,477.40000000000003,344,0.0
56,0,1,30,127.1,89,172.1,116,194.6,111,12.1,3,1,False,505.9,319,0.003134796238244514
61,1,1,16,143.5,76,242.6,58,147.7,95,11.3,3,0,False,545.0999999999999,232,0.0
171,0,1,17,186.9,94,240.0,138,200.9,64,5.8,3,1,False,633.5999999999999,299,0.0033444816053511705
58,0,0,0,234.8,89,106.8,131,178.5,122,9.9,6,0,False,530.0,348,0.0
156,0,0,0,123.7,96,103.0,80,189.4,82,13.1,4,1,False,429.20000000000005,262,0.003816793893129771
166,0,0,0,173.9,103,276.4,83,190.8,113,15.3,5,0,False,656.3999999999999,304,0.0
75,0,0,0,314.6,102,169.8,86,285.1,100,5.7,3,2,True,775.2,291,0.006872852233676976
83,0,0,0,227.9,78,207.5,115,211.7,100,12.1,5,1,False,659.1999999999999,298,0.003355704697986577
243,0,0,0,95.5,92,163.7,63,264.2,118,6.6,6,2,False,530.0,279,0.007168458781362007
150,0,0,0,146.3,133,202.7,95,234.7,103,13.1,3,1,False,596.8000000000001,334,0.0029940119760479044
92,0,1,16,184.0,99,76.4,134,185.1,96,12.7,3,2,False,458.2,332,0.006024096385542169
80,0,0,0,105.8,110,43.9,88,189.6,87,13.1,5,0,False,352.4,290,0.0
134,0,0,0,178.0,110,153.8,64,236.6,105,11.7,4,1,False,580.1,283,0.0035335689045936395
77,0,1,24,149.4,74,123.9,72,174.3,84,10.1,6,1,False,457.70000000000005,236,0.00423728813559322
147,0,0,0,209.4,104,132.5,78,149.4,123,11.3,3,2,False,502.59999999999997,308,0.006493506493506494
74,0,0,0,172.1,105,211.7,99,182.2,105,11.6,6,1,False,577.6,315,0.0031746031746031746
138,1,0,0,169.3,82,217.9,147,184.2,77,9.4,9,1,False,580.8000000000001,315,0.0031746031746031746
64,0,0,0,194.2,147,173.4,87,268.7,114,5.5,2,2,False,641.8,350,0.005714285714285714
120,0,0,0,198.8,56,230.1,73,119.8,81,9.9,3,2,False,558.5999999999999,213,0.009389671361502348
121,1,0,0,167.7,94,93.7,121,241.3,115,13.4,1,3,True,516.1,331,0.00906344410876133
88,0,0,0,202.2,86,216.8,93,239.4,99,11.8,2,2,False,670.1999999999999,280,0.007142857142857143
104,0,0,0,76.4,116,115.6,74,226.3,94,9.4,3,3,False,427.7,287,0.010452961672473868
27,0,0,0,72.7,75,208.6,117,65.8,71,9.9,3,1,False,357.0,266,0.0037593984962406013
81,0,1,31,210.4,100,225.5,97,168.7,120,9.7,4,0,False,614.3,321,0.0
64,1,1,33,127.2,93,162.9,104,247.4,109,8.1,13,0,False,545.6,319,0.0
107,0,1,28,201.8,79,304.9,128,225.6,133,11.9,8,1,False,744.1999999999999,348,0.0028735632183908046
88,0,1,17,219.5,78,222.1,94,188.3,92,16.1,5,1,False,646.0000000000001,269,0.0037174721189591076
111,0,0,0,99.3,112,270.5,136,225.3,94,9.0,6,3,False,604.1,348,0.008620689655172414
77,0,0,0,239.2,114,150.0,115,160.8,81,10.3,2,5,False,560.3,312,0.016025641025641024
67,1,0,0,120.9,58,235.0,88,95.1,130,11.4,11,2,False,462.4,287,0.006968641114982578
102,0,0,0,224.7,81,129.4,112,167.6,109,15.8,6,1,False,537.5,308,0.003246753246753247
146,0,1,19,176.6,88,162.7,66,215.5,98,14.6,6,1,False,569.4,258,0.003875968992248062
96,0,0,0,180.6,92,190.9,114,295.6,125,10.3,4,1,True,677.4,335,0.0029850746268656717
149,0,0,0,237.6,79,192.4,107,207.4,111,9.1,9,0,False,646.5,306,0.0
129,0,0,0,198.4,91,264.7,106,111.4,101,9.2,2,2,False,583.7,300,0.006666666666666667
166,0,0,0,274.3,110,52.9,109,246.1,119,10.9,5,0,False,584.1999999999999,343,0.0
149,0,0,0,217.7,91,273.5,74,226.9,99,9.6,3,3,False,727.7,267,0.011235955056179775
70,0,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3,False,638.4,305,0.009836065573770493
66,0,0,0,256.3,135,180.2,106,187.3,135,6.2,7,2,False,630.0,383,0.005221932114882507
160,0,0,0,176.2,90,196.0,115,263.9,95,9.2,4,1,False,645.3,304,0.003289473684210526
129,0,1,37,205.0,94,165.4,103,185.0,81,11.7,8,1,False,567.1,286,0.0034965034965034965
93,0,0,0,267.9,114,223.0,74,262.7,90,11.3,3,3,True,764.8999999999999,281,0.010676156583629894
169,0,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2,False,592.9,339,0.0058997050147492625
58,0,0,0,149.4,145,196.5,105,209.5,108,14.9,3,1,False,570.3,361,0.002770083102493075
45,0,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1,False,590.4999999999999,303,0.0033003300330033004
155,0,0,0,165.4,108,183.7,103,80.2,108,8.9,4,3,False,438.2,323,0.009287925696594427
52,0,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4,False,545.6,324,0.012345679012345678
119,0,1,27,220.1,128,268.2,133,146.5,80,11.1,3,0,False,645.9,344,0.0
86,0,0,0,141.3,72,154.3,95,210.6,91,8.2,5,1,False,514.4000000000001,263,0.0038022813688212928
42,0,0,0,196.5,89,241.3,123,143.2,105,4.0,7,0,False,585.0,324,0.0
123,0,0,0,105.0,150,251.6,90,258.0,93,14.9,5,0,False,629.5,338,0.0
98,0,0,0,271.4,119,190.4,102,284.7,118,11.1,6,4,True,757.6,345,0.011594202898550725
149,0,1,43,206.7,79,174.6,122,241.5,80,10.9,3,1,False,633.6999999999999,284,0.0035211267605633804
160,0,0,0,166.8,109,236.0,117,307.6,77,9.3,1,1,False,719.7,304,0.003289473684210526
103,0,0,0,204.9,107,135.2,102,208.2,106,10.4,3,5,False,558.6999999999999,318,0.015723270440251572
132,0,1,15,154.6,128,245.6,106,148.6,90,9.1,4,1,False,557.9,328,0.003048780487804878
137,0,0,0,127.0,107,323.2,75,143.9,127,7.5,2,1,False,601.6,311,0.003215434083601286
129,1,0,0,267.4,78,204.2,85,111.7,146,5.9,4,1,False,589.1999999999999,313,0.003194888178913738
62,0,0,0,281.0,66,160.6,108,77.9,74,0.0,0,1,False,519.5,248,0.004032258064516129
32,0,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1,False,570.3,255,0.00392156862745098
86,0,0,0,124.1,82,202.6,120,289.6,119,6.7,8,3,False,623.0,329,0.00911854103343465
130,0,0,0,162.8,113,290.3,111,114.9,140,7.2,3,1,False,575.2,367,0.0027247956403269754
42,0,0,0,146.3,84,255.9,113,45.0,117,8.0,12,1,False,455.20000000000005,326,0.003067484662576687
73,0,0,0,254.8,85,143.4,80,153.9,102,15.0,7,2,False,567.1,274,0.0072992700729927005
66,0,1,26,254.9,108,243.2,135,190.8,95,5.4,3,2,False,694.3000000000001,341,0.005865102639296188
103,0,1,31,107.7,124,188.9,104,196.2,98,8.9,3,0,False,501.7,329,0.0
128,0,0,0,158.8,75,264.8,91,270.0,77,7.6,7,1,False,701.2,250,0.004
104,0,0,0,182.9,113,239.6,85,229.8,104,5.5,4,2,False,657.8,306,0.006535947712418301
103,0,0,0,198.5,112,42.5,90,179.2,124,12.4,5,0,False,432.59999999999997,331,0.0
87,0,0,0,110.9,91,158.5,115,207.5,131,6.2,5,1,False,483.09999999999997,342,0.0029239766081871343
109,0,1,27,166.9,85,221.2,92,197.3,97,12.3,4,1,True,597.7,278,0.0035971223021582736
97,0,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4,True,496.6,263,0.015209125475285171
106,0,0,0,165.3,118,210.0,101,187.2,93,8.5,3,2,False,571.0,315,0.006349206349206349
125,0,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2,False,502.79999999999995,363,0.005509641873278237
108,0,1,35,215.9,106,200.6,107,195.4,107,15.5,7,0,False,627.4,327,0.0
125,0,0,0,140.1,132,209.6,126,264.1,77,8.0,2,1,False,621.8,337,0.002967359050445104
72,1,1,29,139.8,114,138.2,91,221.0,88,5.5,6,0,False,504.5,299,0.0
23,0,0,0,321.6,107,251.6,115,141.1,158,11.3,3,2,True,725.6,383,0.005221932114882507
149,0,0,0,166.6,61,218.8,107,208.3,131,8.2,6,7,False,601.9000000000001,305,0.022950819672131147
73,0,0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,False,574.8,288,0.0
61,0,0,0,260.0,123,210.5,127,234.7,70,9.0,3,1,True,714.2,323,0.0030959752321981426
161,0,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,True,481.0,311,0.012861736334405145
118,0,1,24,118.1,83,109.6,72,245.5,73,16.9,2,1,False,490.09999999999997,230,0.004347826086956522
23,0,0,0,190.2,89,166.4,108,219.8,73,15.0,4,6,False,591.4000000000001,274,0.021897810218978103
127,0,1,25,82.2,95,163.3,109,264.9,104,5.1,6,0,False,515.5,314,0.0
42,0,1,32,163.8,80,177.8,123,190.4,106,8.1,5,0,False,540.1,314,0.0
118,0,0,0,267.8,145,316.4,121,208.6,91,14.4,11,5,True,807.2,368,0.01358695652173913
45,0,0,0,159.8,91,120.4,86,163.0,93,10.6,3,2,False,453.80000000000007,273,0.007326007326007326
50,0,1,24,214.3,129,289.8,55,312.5,130,10.6,4,1,False,827.2,318,0.0031446540880503146
179,0,0,0,287.3,123,288.0,114,266.0,112,10.5,4,0,True,851.8,353,0.0
152,0,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,False,448.8,336,0.005952380952380952
105,0,0,0,102.8,74,281.7,125,228.1,113,13.2,5,2,False,625.8000000000001,317,0.006309148264984227
72,0,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,False,528.9,283,0.0
52,0,0,0,215.9,67,217.0,108,342.8,130,5.2,2,1,False,780.9000000000001,307,0.003257328990228013
125,0,0,0,203.4,110,128.7,97,190.5,113,11.0,4,1,False,533.6,324,0.0030864197530864196
143,0,0,0,110.1,113,169.0,59,166.7,94,9.2,2,1,False,455.0,268,0.0037313432835820895
65,0,0,0,111.0,51,219.8,84,202.0,89,4.4,14,1,False,537.1999999999999,238,0.004201680672268907
80,0,0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,False,755.8,283,0.0035335689045936395
43,0,0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,False,371.90000000000003,318,0.0031446540880503146
143,0,0,0,209.1,127,106.1,80,179.6,90,14.0,6,0,False,508.79999999999995,303,0.0
81,0,1,24,130.1,117,196.0,61,139.3,123,11.4,5,0,False,476.8,306,0.0
205,0,1,24,175.8,139,155.0,98,180.7,64,7.8,5,2,False,519.3,306,0.006535947712418301
24,0,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,False,608.2,326,0.003067484662576687
74,0,0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,False,640.3999999999999,329,0.0
74,0,0,0,200.4,87,309.2,105,152.1,118,10.0,2,1,False,671.7,312,0.003205128205128205
74,1,0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,True,555.0,346,0.002890173410404624
200,0,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,False,450.2,317,0.0031545741324921135
86,0,0,0,226.3,88,223.0,107,255.6,92,13.0,3,4,False,717.9,290,0.013793103448275862
91,0,1,37,162.3,107,233.9,115,277.4,94,9.2,4,0,False,682.8000000000001,320,0.0
130,0,0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,False,594.5999999999999,288,0.003472222222222222
56,0,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,False,582.9999999999999,302,0.006622516556291391
117,0,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,False,630.5,354,0.0
126,0,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,False,581.8,314,0.0
132,0,0,0,191.9,107,206.9,127,272.0,88,12.6,2,1,False,683.4,324,0.0030864197530864196
81,0,1,28,167.9,147,190.7,105,193.0,103,9.2,6,4,True,560.8000000000001,361,0.0110803324099723
122,0,0,0,180.0,88,145.0,77,233.7,120,11.5,6,2,False,570.2,291,0.006872852233676976
46,0,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,True,736.3,270,0.007407407407407408
99,0,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,False,579.1999999999999,321,0.003115264797507788
87,0,0,0,237.2,124,222.6,87,173.3,81,11.0,3,1,False,644.0999999999999,295,0.003389830508474576
108,0,0,0,103.0,129,242.3,103,170.2,89,7.9,3,1,False,523.4,324,0.0030864197530864196
53,0,0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,False,525.8000000000001,325,0.009230769230769232
144,1,0,0,150.0,69,285.9,73,190.6,121,9.4,15,0,False,635.9,278,0.0
91,0,1,23,232.4,97,186.0,88,190.5,128,12.3,3,3,False,621.1999999999999,316,0.00949367088607595
58,0,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,False,487.70000000000005,310,0.0064516129032258064
5,0,0,0,199.2,106,187.3,12,214.0,85,13.3,3,3,False,613.8,206,0.014563106796116505
97,0,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,False,693.0,245,0.0
142,0,1,30,154.0,75,165.8,97,270.0,83,10.8,5,1,False,600.5999999999999,260,0.0038461538461538464
9,0,1,31,193.8,130,202.6,98,191.2,102,13.3,2,1,False,600.8999999999999,332,0.0030120481927710845
73,0,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,False,558.1,324,0.0
43,0,0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,False,554.5,371,0.0
122,0,1,33,174.9,103,248.2,105,164.6,116,13.5,3,1,True,601.2,327,0.0030581039755351682
93,0,0,0,190.2,68,262.2,64,130.0,92,8.8,4,0,False,591.1999999999999,228,0.0
85,0,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,False,632.4,296,0.0033783783783783786
87,0,0,0,228.7,90,163.0,99,154.1,90,11.8,3,1,False,557.5999999999999,282,0.0035460992907801418
137,0,0,0,144.0,90,181.6,100,128.1,93,12.3,2,0,False,466.00000000000006,285,0.0
21,0,1,31,135.9,90,271.0,84,179.1,89,9.5,7,6,False,595.5,270,0.022222222222222223
104,0,0,0,130.5,77,131.2,117,264.7,63,13.0,6,0,False,539.4,263,0.0
93,0,1,21,134.2,105,162.5,128,186.6,90,11.8,2,4,True,495.09999999999997,325,0.012307692307692308
63,0,0,0,278.0,102,266.4,114,224.1,118,13.1,4,4,True,781.6,338,0.011834319526627219
161,0,0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,False,551.6,323,0.0
103,0,1,24,111.8,85,239.6,102,268.3,81,6.9,4,1,False,626.6,272,0.003676470588235294
84,0,1,33,159.1,106,149.8,101,213.4,108,13.0,18,1,False,535.3,333,0.003003003003003003
92,0,0,0,212.4,105,224.6,118,221.3,105,9.0,4,1,False,667.3,332,0.0030120481927710845
77,0,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,False,655.0,306,0.0032679738562091504
64,1,0,0,346.8,55,249.5,79,275.4,102,13.3,9,1,True,884.9999999999999,245,0.004081632653061225
159,0,1,15,113.9,102,145.3,146,195.2,137,11.8,9,1,False,466.20000000000005,394,0.0025380710659898475
110,1,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,True,717.6,285,0.0035087719298245615
138,0,0,0,171.4,117,115.2,128,224.5,115,17.0,4,3,False,528.1,364,0.008241758241758242
178,0,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,False,623.6,341,0.002932551319648094
38,0,1,31,197.2,118,249.9,70,298.9,104,3.9,2,0,False,749.9,294,0.0
45,0,1,26,91.7,104,150.6,119,63.3,103,7.7,5,1,False,313.3,331,0.0030211480362537764
70,0,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,False,533.4,303,0.0
147,0,1,33,251.5,107,234.1,110,213.4,87,10.4,6,3,False,709.4,310,0.00967741935483871
94,0,0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,False,495.09999999999997,305,0.003278688524590164
179,0,0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,False,511.4,308,0.0
59,0,0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,False,602.4000000000001,287,0.0
165,0,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,False,434.9,297,0.0
133,0,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,True,635.8,362,0.0055248618784530384
140,0,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,False,561.9,303,0.0033003300330033004
93,0,1,32,138.1,91,167.3,72,238.9,115,6.8,3,2,False,551.0999999999999,281,0.0071174377224199285
64,0,1,27,201.3,101,143.8,89,150.2,127,12.3,3,1,False,507.6,320,0.003125
48,0,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,False,649.5999999999999,294,0.006802721088435374
181,0,0,0,143.3,91,195.5,58,223.3,95,6.0,7,1,False,568.1,251,0.00398406374501992
168,0,1,42,97.4,57,203.6,98,173.9,124,11.4,2,2,False,486.29999999999995,281,0.0071174377224199285
155,0,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,False,528.9,328,0.009146341463414634
11,0,0,0,143.4,130,289.4,50,194.0,100,9.7,6,2,False,636.5,286,0.006993006993006993
182,0,0,0,104.9,111,198.5,120,258.2,91,8.0,5,2,False,569.5999999999999,327,0.0061162079510703364
102,0,0,0,114.8,125,81.9,126,304.3,101,12.0,4,0,False,513.0,356,0.0
122,0,0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,False,663.6,309,0.0
41,0,0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,False,499.0,338,0.0029585798816568047
132,0,0,0,176.7,132,244.1,80,176.3,120,9.1,4,2,False,606.1999999999999,336,0.005952380952380952
76,0,0,0,263.4,148,230.3,69,170.6,101,11.4,5,1,True,675.6999999999999,323,0.0030959752321981426
115,0,1,33,145.0,72,194.5,157,242.3,138,14.2,3,2,False,596.0,370,0.005405405405405406
154,0,0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,False,518.4000000000001,290,0.0
100,0,0,0,142.5,87,195.7,88,122.1,117,7.8,8,2,False,468.09999999999997,300,0.006666666666666667
146,1,0,0,133.0,65,262.8,93,214.3,128,11.2,3,1,False,621.3000000000001,289,0.0034602076124567475
67,0,1,28,95.0,94,291.2,73,159.6,114,10.0,2,2,False,555.8,283,0.007067137809187279
161,1,0,0,194.2,106,249.4,105,254.9,129,12.9,1,1,True,711.4,341,0.002932551319648094
70,0,0,0,222.8,114,215.9,113,223.5,122,0.0,0,1,False,662.2,349,0.0028653295128939827
99,0,1,42,216.0,125,232.3,104,215.5,100,9.3,4,2,True,673.0999999999999,333,0.006006006006006006
87,0,0,0,146.3,108,171.8,102,167.5,66,5.3,9,1,False,490.90000000000003,285,0.0035087719298245615
87,0,0,0,234.8,85,140.9,91,204.3,93,9.5,5,1,False,589.5,274,0.0036496350364963502
70,0,0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,False,594.3000000000001,337,0.005934718100890208
119,0,1,32,142.6,77,208.2,126,171.0,102,12.0,2,3,False,533.8,307,0.009771986970684038
87,1,0,0,134.2,80,165.0,71,173.1,102,10.7,5,0,False,482.99999999999994,258,0.0
112,0,0,0,111.9,92,114.0,143,146.8,79,14.1,3,5,True,386.80000000000007,317,0.015772870662460567
75,0,0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,False,606.2,286,0.006993006993006993
150,0,0,0,189.3,77,220.9,105,238.7,117,9.2,5,4,False,658.1000000000001,304,0.013157894736842105
161,0,1,38,240.4,112,201.8,102,206.1,112,16.1,6,0,False,664.4000000000001,332,0.0
91,1,1,24,93.5,112,183.4,128,240.7,133,9.9,3,0,False,527.4999999999999,376,0.0
124,0,0,0,158.6,104,211.2,77,179.3,104,10.2,8,3,False,559.3,293,0.010238907849829351
158,0,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,False,702.8000000000001,317,0.0
102,0,0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,False,635.6,281,0.0
85,0,0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,False,611.7,329,0.0
79,0,0,0,147.0,72,165.7,102,243.2,107,8.4,9,1,False,564.3,290,0.0034482758620689655
139,0,1,25,96.2,112,178.9,70,182.1,84,12.9,10,2,False,470.1,276,0.007246376811594203
103,0,0,0,263.4,118,179.1,69,214.7,112,10.3,2,0,False,667.5,301,0.0
98,1,0,0,12.5,67,256.6,90,169.4,88,7.7,9,1,False,446.2,254,0.003937007874015748
78,0,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,False,605.4000000000001,305,0.006557377049180328
50,0,0,0,183.6,107,58.6,118,202.6,99,8.7,3,1,False,453.49999999999994,327,0.0030581039755351682
86,0,1,38,123.0,158,133.9,119,138.2,103,13.3,4,1,False,408.4,384,0.0026041666666666665
92,0,0,0,208.0,125,198.9,76,76.4,97,8.6,6,0,False,491.9,304,0.0
174,0,0,0,239.2,72,188.5,124,105.6,116,8.8,3,1,False,542.0999999999999,315,0.0031746031746031746
124,0,0,0,193.0,97,89.8,99,172.8,104,15.3,3,1,False,470.90000000000003,303,0.0033003300330033004
190,0,1,26,116.7,71,145.9,88,175.1,103,9.9,3,1,False,447.6,265,0.0037735849056603774
101,0,0,0,93.8,127,150.0,104,241.1,116,10.7,2,1,False,495.59999999999997,349,0.0028653295128939827
185,1,1,30,154.1,114,118.7,106,258.4,105,12.9,3,2,False,544.1,328,0.006097560975609756
